2024-04-20 22:55:41,634 INFO    StreamThr :1854940 [internal.py:wandb_internal():86] W&B internal server running at pid: 1854940, started at: 2024-04-20 22:55:41.632703
2024-04-20 22:55:41,661 DEBUG   HandlerThread:1854940 [handler.py:handle_request():146] handle_request: status
2024-04-20 22:55:41,663 INFO    WriterThread:1854940 [datastore.py:open_for_write():87] open: /scratch/vb2386/Documents/nerf-pytorch/wandb/run-20240420_225541-ov3mqcmd/run-ov3mqcmd.wandb
2024-04-20 22:55:41,664 DEBUG   SenderThread:1854940 [sender.py:send():379] send: header
2024-04-20 22:55:41,667 DEBUG   SenderThread:1854940 [sender.py:send():379] send: run
2024-04-20 22:55:41,861 DEBUG   HandlerThread:1854940 [handler.py:handle_request():146] handle_request: check_version
2024-04-20 22:55:41,864 INFO    SenderThread:1854940 [dir_watcher.py:__init__():211] watching files in: /scratch/vb2386/Documents/nerf-pytorch/wandb/run-20240420_225541-ov3mqcmd/files
2024-04-20 22:55:41,864 INFO    SenderThread:1854940 [sender.py:_start_run_threads():1124] run started: ov3mqcmd with start time 1713668141.634779
2024-04-20 22:55:41,864 DEBUG   SenderThread:1854940 [sender.py:send_request():406] send_request: check_version
2024-04-20 22:55:41,947 DEBUG   HandlerThread:1854940 [handler.py:handle_request():146] handle_request: run_start
2024-04-20 22:55:41,968 DEBUG   HandlerThread:1854940 [system_info.py:__init__():26] System info init
2024-04-20 22:55:41,968 DEBUG   HandlerThread:1854940 [system_info.py:__init__():41] System info init done
2024-04-20 22:55:41,968 INFO    HandlerThread:1854940 [system_monitor.py:start():194] Starting system monitor
2024-04-20 22:55:41,968 INFO    SystemMonitor:1854940 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-20 22:55:41,968 INFO    HandlerThread:1854940 [system_monitor.py:probe():214] Collecting system info
2024-04-20 22:55:41,971 INFO    SystemMonitor:1854940 [interfaces.py:start():190] Started cpu monitoring
2024-04-20 22:55:41,972 INFO    SystemMonitor:1854940 [interfaces.py:start():190] Started disk monitoring
2024-04-20 22:55:41,979 INFO    SystemMonitor:1854940 [interfaces.py:start():190] Started gpu monitoring
2024-04-20 22:55:41,979 INFO    SystemMonitor:1854940 [interfaces.py:start():190] Started memory monitoring
2024-04-20 22:55:41,980 INFO    SystemMonitor:1854940 [interfaces.py:start():190] Started network monitoring
2024-04-20 22:55:42,152 DEBUG   HandlerThread:1854940 [system_info.py:probe():150] Probing system
2024-04-20 22:55:42,161 DEBUG   HandlerThread:1854940 [system_info.py:_probe_git():135] Probing git
2024-04-20 22:55:42,180 DEBUG   HandlerThread:1854940 [system_info.py:_probe_git():143] Probing git done
2024-04-20 22:55:42,180 DEBUG   HandlerThread:1854940 [system_info.py:probe():198] Probing system done
