2024-04-20 22:52:54,540 INFO    StreamThr :1854520 [internal.py:wandb_internal():86] W&B internal server running at pid: 1854520, started at: 2024-04-20 22:52:54.539532
2024-04-20 22:52:54,556 DEBUG   HandlerThread:1854520 [handler.py:handle_request():146] handle_request: status
2024-04-20 22:52:54,559 INFO    WriterThread:1854520 [datastore.py:open_for_write():87] open: /scratch/vb2386/Documents/nerf-pytorch/wandb/run-20240420_225254-rh8r8ic4/run-rh8r8ic4.wandb
2024-04-20 22:52:54,560 DEBUG   SenderThread:1854520 [sender.py:send():379] send: header
2024-04-20 22:52:54,560 DEBUG   SenderThread:1854520 [sender.py:send():379] send: run
2024-04-20 22:52:54,729 DEBUG   HandlerThread:1854520 [handler.py:handle_request():146] handle_request: check_version
2024-04-20 22:52:54,732 INFO    SenderThread:1854520 [dir_watcher.py:__init__():211] watching files in: /scratch/vb2386/Documents/nerf-pytorch/wandb/run-20240420_225254-rh8r8ic4/files
2024-04-20 22:52:54,732 INFO    SenderThread:1854520 [sender.py:_start_run_threads():1124] run started: rh8r8ic4 with start time 1713667974.526244
2024-04-20 22:52:54,732 DEBUG   SenderThread:1854520 [sender.py:send_request():406] send_request: check_version
2024-04-20 22:52:54,807 DEBUG   HandlerThread:1854520 [handler.py:handle_request():146] handle_request: run_start
2024-04-20 22:52:54,828 DEBUG   HandlerThread:1854520 [system_info.py:__init__():26] System info init
2024-04-20 22:52:54,828 DEBUG   HandlerThread:1854520 [system_info.py:__init__():41] System info init done
2024-04-20 22:52:54,828 INFO    HandlerThread:1854520 [system_monitor.py:start():194] Starting system monitor
2024-04-20 22:52:54,828 INFO    SystemMonitor:1854520 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-20 22:52:54,828 INFO    HandlerThread:1854520 [system_monitor.py:probe():214] Collecting system info
2024-04-20 22:52:54,830 INFO    SystemMonitor:1854520 [interfaces.py:start():190] Started cpu monitoring
2024-04-20 22:52:54,831 INFO    SystemMonitor:1854520 [interfaces.py:start():190] Started disk monitoring
2024-04-20 22:52:54,838 INFO    SystemMonitor:1854520 [interfaces.py:start():190] Started gpu monitoring
2024-04-20 22:52:54,841 INFO    SystemMonitor:1854520 [interfaces.py:start():190] Started memory monitoring
2024-04-20 22:52:54,841 INFO    SystemMonitor:1854520 [interfaces.py:start():190] Started network monitoring
2024-04-20 22:52:55,117 DEBUG   HandlerThread:1854520 [system_info.py:probe():150] Probing system
2024-04-20 22:52:55,127 DEBUG   HandlerThread:1854520 [system_info.py:_probe_git():135] Probing git
2024-04-20 22:52:55,144 DEBUG   HandlerThread:1854520 [system_info.py:_probe_git():143] Probing git done
2024-04-20 22:52:55,144 DEBUG   HandlerThread:1854520 [system_info.py:probe():198] Probing system done
2024-04-20 22:52:55,145 DEBUG   HandlerThread:1854520 [system_monitor.py:probe():223] {'os': 'Linux-5.14.0-284.40.1.el9_2.x86_64-x86_64-with-glibc2.10', 'python': '3.8.3', 'heartbeatAt': '2024-04-21T02:52:55.117642', 'startedAt': '2024-04-21T02:52:54.516041', 'docker': None, 'cuda': None, 'args': ('--config', 'configs/fortress.txt'), 'state': 'running', 'program': 'profile_nerf.py', 'codePathLocal': 'profile_nerf.py', 'codePath': 'profile_nerf.py', 'git': {'remote': 'https://github.com/yenchenlin/nerf-pytorch.git', 'commit': '63a5a630c9abd62b0f21c08703d0ac2ea7d4b9dd'}, 'email': 'buereddyvarunireddy@gmail.com', 'root': '/scratch/vb2386/Documents/nerf-pytorch', 'host': 'gv006.hpc.nyu.edu', 'username': 'vb2386', 'executable': '/scratch/vb2386/Documents/nerf-pytorch/venv/bin/python', 'cpu_count': 25, 'cpu_count_logical': 48, 'cpu_freq': {'current': 3430.43175, 'min': 1200.0, 'max': 3900.0}, 'cpu_freq_per_core': [{'current': 3499.991, 'min': 1200.0, 'max': 3900.0}, {'current': 3500.088, 'min': 1200.0, 'max': 3900.0}, {'current': 3499.999, 'min': 1200.0, 'max': 3900.0}, {'current': 3500.256, 'min': 1200.0, 'max': 3900.0}, {'current': 3499.935, 'min': 1200.0, 'max': 3900.0}, {'current': 3499.88, 'min': 1200.0, 'max': 3900.0}, {'current': 3500.231, 'min': 1200.0, 'max': 3900.0}, {'current': 3499.952, 'min': 1200.0, 'max': 3900.0}, {'current': 3363.787, 'min': 1200.0, 'max': 3900.0}, {'current': 3364.879, 'min': 1200.0, 'max': 3900.0}, {'current': 3364.975, 'min': 1200.0, 'max': 3900.0}, {'current': 3365.493, 'min': 1200.0, 'max': 3900.0}, {'current': 3364.993, 'min': 1200.0, 'max': 3900.0}, {'current': 3364.48, 'min': 1200.0, 'max': 3900.0}, {'current': 3364.157, 'min': 1200.0, 'max': 3900.0}, {'current': 3365.046, 'min': 1200.0, 'max': 3900.0}, {'current': 3364.812, 'min': 1200.0, 'max': 3900.0}, {'current': 3364.322, 'min': 1200.0, 'max': 3900.0}, {'current': 3364.051, 'min': 1200.0, 'max': 3900.0}, {'current': 3363.688, 'min': 1200.0, 'max': 3900.0}, {'current': 3363.201, 'min': 1200.0, 'max': 3900.0}, {'current': 3363.361, 'min': 1200.0, 'max': 3900.0}, {'current': 3362.961, 'min': 1200.0, 'max': 3900.0}, {'current': 3360.655, 'min': 1200.0, 'max': 3900.0}, {'current': 3500.048, 'min': 1200.0, 'max': 3900.0}, {'current': 3499.916, 'min': 1200.0, 'max': 3900.0}, {'current': 3395.07, 'min': 1200.0, 'max': 3900.0}, {'current': 3396.384, 'min': 1200.0, 'max': 3900.0}, {'current': 3397.567, 'min': 1200.0, 'max': 3900.0}, {'current': 3396.122, 'min': 1200.0, 'max': 3900.0}, {'current': 3396.134, 'min': 1200.0, 'max': 3900.0}, {'current': 3396.785, 'min': 1200.0, 'max': 3900.0}, {'current': 3396.237, 'min': 1200.0, 'max': 3900.0}, {'current': 3396.931, 'min': 1200.0, 'max': 3900.0}, {'current': 3397.311, 'min': 1200.0, 'max': 3900.0}, {'current': 3396.886, 'min': 1200.0, 'max': 3900.0}, {'current': 3395.482, 'min': 1200.0, 'max': 3900.0}, {'current': 3396.221, 'min': 1200.0, 'max': 3900.0}, {'current': 3396.693, 'min': 1200.0, 'max': 3900.0}, {'current': 3397.323, 'min': 1200.0, 'max': 3900.0}, {'current': 3396.173, 'min': 1200.0, 'max': 3900.0}, {'current': 3500.076, 'min': 1200.0, 'max': 3900.0}, {'current': 3499.971, 'min': 1200.0, 'max': 3900.0}, {'current': 3499.997, 'min': 1200.0, 'max': 3900.0}, {'current': 3500.483, 'min': 1200.0, 'max': 3900.0}, {'current': 3499.009, 'min': 1200.0, 'max': 3900.0}, {'current': 3500.759, 'min': 1200.0, 'max': 3900.0}, {'current': 3500.515, 'min': 1200.0, 'max': 3900.0}], 'disk': {'/': {'total': 78.08685302734375, 'used': 21.81829071044922}}, 'gpu': 'Tesla V100-PCIE-32GB', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla V100-PCIE-32GB', 'memory_total': 34359738368}], 'memory': {'total': 377.06195068359375}}
2024-04-20 22:52:55,148 INFO    HandlerThread:1854520 [system_monitor.py:probe():224] Finished collecting system info
