2024-04-20 22:52:16,997 INFO    StreamThr :1854418 [internal.py:wandb_internal():86] W&B internal server running at pid: 1854418, started at: 2024-04-20 22:52:16.996600
2024-04-20 22:52:17,015 DEBUG   HandlerThread:1854418 [handler.py:handle_request():146] handle_request: status
2024-04-20 22:52:17,015 INFO    WriterThread:1854418 [datastore.py:open_for_write():87] open: /scratch/vb2386/Documents/nerf-pytorch/wandb/run-20240420_225216-7obg0zi7/run-7obg0zi7.wandb
2024-04-20 22:52:17,016 DEBUG   SenderThread:1854418 [sender.py:send():379] send: header
2024-04-20 22:52:17,016 DEBUG   SenderThread:1854418 [sender.py:send():379] send: run
2024-04-20 22:52:17,224 DEBUG   HandlerThread:1854418 [handler.py:handle_request():146] handle_request: check_version
2024-04-20 22:52:17,227 INFO    SenderThread:1854418 [dir_watcher.py:__init__():211] watching files in: /scratch/vb2386/Documents/nerf-pytorch/wandb/run-20240420_225216-7obg0zi7/files
2024-04-20 22:52:17,227 INFO    SenderThread:1854418 [sender.py:_start_run_threads():1124] run started: 7obg0zi7 with start time 1713667936.981487
2024-04-20 22:52:17,227 DEBUG   SenderThread:1854418 [sender.py:send_request():406] send_request: check_version
2024-04-20 22:52:17,304 DEBUG   HandlerThread:1854418 [handler.py:handle_request():146] handle_request: run_start
2024-04-20 22:52:17,312 DEBUG   HandlerThread:1854418 [system_info.py:__init__():26] System info init
2024-04-20 22:52:17,312 DEBUG   HandlerThread:1854418 [system_info.py:__init__():41] System info init done
2024-04-20 22:52:17,312 INFO    HandlerThread:1854418 [system_monitor.py:start():194] Starting system monitor
2024-04-20 22:52:17,312 INFO    SystemMonitor:1854418 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-20 22:52:17,312 INFO    HandlerThread:1854418 [system_monitor.py:probe():214] Collecting system info
2024-04-20 22:52:17,322 INFO    SystemMonitor:1854418 [interfaces.py:start():190] Started cpu monitoring
2024-04-20 22:52:17,323 INFO    SystemMonitor:1854418 [interfaces.py:start():190] Started disk monitoring
2024-04-20 22:52:17,327 DEBUG   HandlerThread:1854418 [system_info.py:probe():150] Probing system
2024-04-20 22:52:17,334 INFO    SystemMonitor:1854418 [interfaces.py:start():190] Started gpu monitoring
2024-04-20 22:52:17,345 DEBUG   HandlerThread:1854418 [system_info.py:_probe_git():135] Probing git
2024-04-20 22:52:17,345 INFO    SystemMonitor:1854418 [interfaces.py:start():190] Started memory monitoring
2024-04-20 22:52:17,354 INFO    SystemMonitor:1854418 [interfaces.py:start():190] Started network monitoring
2024-04-20 22:52:17,364 DEBUG   HandlerThread:1854418 [system_info.py:_probe_git():143] Probing git done
2024-04-20 22:52:17,364 DEBUG   HandlerThread:1854418 [system_info.py:probe():198] Probing system done
